move_id,pokemon_id
758,31
759,674
760,582
761,799
762,4
763,509
764,594
765,725
766,56
767,531
768,199
769,390
770,365
771,791
772,571
773,335
774,330
775,118
776,426
777,414
778,529
779,495
780,99
781,307
782,423
783,655
784,249
785,407
786,755
787,339
788,687
789,129
790,62
791,114
792,364
793,519
794,686
795,97
796,44
797,490
798,510
799,741
800,595
801,591
802,270
803,108
804,388
805,661
806,373
807,796
