move_id,pokemon_id
333,579
686,600
504,146
438,428
652,386
340,442
126,511
674,280
379,82
546,716
573,678
11,591
347,696
498,528
315,83
597,661
793,757
170,413
65,460
45,182
623,364
735,485
502,457
694,776
230,769
104,558
596,247
700,125
556,759
427,275
289,732
215,133
626,200
744,472
698,332
126,405
365,208
79,296
457,96
500,497
266,587
705,800
478,367
722,716
454,205
452,315
38,489
306,726
681,102
482,641
724,281
121,76
514,499
667,652
177,757
253,92
531,308
622,82
355,50
579,801
383,71
374,457
294,240
423,770
351,735
463,685
566,199
334,217
509,433
388,404
393,623
156,616
285,255
526,295
322,155
363,229
501,672
418,686
613,232
331,508
502,168
384,296
474,136
361,633
237,121
32,386
314,264
293,791
232,210
204,58
656,412
400,608
235,44
398,594
603,650
604,331
363,360
642,551
807,275
569,358
341,387
129,6
105,472
417,637
650,174
183,475
420,653
749,409
140,621
696,137
99,461
475,18
745,489
653,705
255,742
307,788
380,25
365,351
744,189
190,610
270,114
339,120
126,688
430,796
136,403
321,346
760,704
416,81
133,357
527,765
538,238
334,68
369,778
9,204
12,381
546,521
210,180
626,544
323,324
786,598
14,441
193,29
476,63
209,663
441,184
751,605
794,112
704,691
271,324
623,369
305,717
696,760
372,405
392,647
329,291
432,404
157,191
449,345
237,411
229,738
778,740
502,498
613,272
636,202
82,282
382,340
152,157
570,85
780,115
201,307
64,413
802,727
467,210
790,91
348,772
662,783
494,149
766,217
599,723
565,193
258,322
424,771
535,340
593,565
136,583
27,279
420,168
144,334
617,752
162,551
170,406
325,570
103,174
160,789
117,357
405,282
108,326
553,247
572,106
242,477
521,681
527,561
236,643
110,293
746,782
590,446
604,614
193,304
627,382
248,633
672,468
284,356
406,236
512,726
56,55
62,633
194,641
377,514
561,23
591,541
341,71
506,483
3,473
661,627
270,259
342,82
367,566
759,216
502,547
209,571
553,309
235,747
795,484
230,695
432,149
255,13
549,511
780,669
807,297
443,379
413,248
478,514
225,375
61,143
303,46
340,748
102,665
625,146
291,548
364,296
177,369
41,382
492,150
651,621
429,157
638,358
336,573
352,178
534,527
369,71
129,116
549,750
281,542
246,253
506,487
220,696
595,604
178,76
572,567
606,541
318,16
173,416
71,795
528,475
408,331
732,326
126,364
266,538
536,272
50,672
467,775
789,302
345,252
772,269
303,456
386,449
411,633
699,765
63,186
143,742
787,319
696,24
484,412
221,87
205,33
469,141
728,426
60,327
420,707
78,531
310,183
806,701
129,316
374,105
170,308
243,445
159,624
710,296
180,800
384,748
290,485
161,581
742,771
329,746
302,500
294,446
476,605
144,695
744,784
256,744
598,402
93,781
650,568
551,733
692,220
564,557
668,470
230,306
84,28
659,25
727,752
483,492
627,90
651,428
397,435
238,5
647,348
143,552
628,96
115,215
223,44
483,449
529,383
361,56
290,792
495,749
103,39
804,237
630,435
640,35
684,123
621,373
188,781
508,635
208,523
182,297
805,59
467,764
711,779
147,287
134,292
761,768
807,612
470,503
376,594
263,183
197,793
498,790
142,708
357,508
654,252
755,706
171,32
271,205
271,170
33,206
698,434
