move_id,pokemon_id
805,28
439,259
565,36
93,370
380,603
756,551
418,210
473,40
518,300
697,12
464,332
201,628
321,31
650,658
512,421
262,762
318,637
225,57
675,800
129,182
177,419
701,98
198,18
318,788
683,676
668,261
726,213
404,277
274,356
496,491
77,676
65,301
277,291
781,341
719,707
429,457
386,334
416,266
159,96
586,801
394,684
723,407
391,96
346,490
732,670
242,284
502,311
498,26
307,192
4,371
276,449
523,483
66,379
783,797
503,143
529,619
327,517
236,100
456,140
62,663
708,204
734,103
3,481
375,475
775,347
76,30
692,358
598,570
600,649
465,575
615,272
458,386
629,797
550,85
731,72
481,82
588,496
3,512
349,393
774,23
481,267
303,216
210,564
333,171
471,85
622,665
577,227
108,696
643,223
441,192
763,694
232,106
260,112
458,112
229,503
482,63
34,92
94,751
511,323
592,168
191,714
720,342
536,7
450,453
26,330
232,515
240,232
696,500
317,791
18,598
235,318
602,777
707,586
798,224
139,529
633,668
190,247
765,299
12,605
268,589
482,594
546,278
96,382
774,293
444,88
721,261
10,648
419,795
639,219
506,75
245,546
515,64
202,471
193,434
54,710
692,306
623,310
536,605
224,190
146,351
324,594
535,585
610,29
619,304
787,596
23,520
550,607
420,712
477,348
655,698
213,218
291,269
325,342
656,5
211,112
40,130
798,121
612,217
603,504
545,525
724,460
556,263
52,431
220,512
586,540
624,759
58,762
438,88
411,60
222,419
87,710
616,244
185,285
281,616
650,285
706,726
660,12
486,194
703,778
797,626
734,282
629,717
452,212
393,588
271,502
215,670
333,339
330,538
131,202
607,112
308,325
521,579
199,73
643,503
534,398
457,33
751,430
588,795
312,231
27,758
410,219
142,567
644,610
247,188
253,789
673,284
340,181
505,304
792,659
8,685
607,680
492,497
107,503
27,233
524,404
259,385
752,749
634,448
406,675
693,643
721,114
125,340
577,749
28,37
279,401
568,793
309,255
32,423
366,432
219,514
590,582
434,156
684,450
754,453
574,717
49,460
605,508
145,146
449,74
363,609
523,797
678,302
320,183
25,538
683,675
81,11
56,649
534,191
50,758
398,511
295,550
254,565
756,248
770,76
439,489
775,688
652,702
727,185
805,689
230,353
173,615
166,628
727,335
250,718
489,448
502,143
528,533
478,70
63,284
309,255
161,628
261,263
420,578
285,706
299,343
112,313
24,534
629,34
365,615
569,180
116,459
626,301
485,30
204,598
716,653
480,128
114,544
337,311
615,612
36,134
519,383
95,578
230,356
68,174
377,425
361,652
698,632
394,600
449,529
534,777
200,202
721,610
32,426
562,532
45,737
185,657
304,171
219,463
198,213
740,699
165,31
225,545
265,719
670,687
215,673
86,599
281,491
219,164
358,36
459,617
364,370
395,115
714,306
62,545
219,95
494,225
645,209
434,502
83,585
569,456
500,275
784,745
599,189
93,280
68,28
333,754
292,395
273,164
697,313
96,205
492,369
207,592
200,601
695,788
683,572
182,493
448,244
39,196
555,723
16,607
189,236
725,247
542,624
199,10
236,10
744,667
685,577
339,750
792,379
235,705
201,242
744,690
537,172
609,207
