trainer_ID,pokemon_name
98,Numel
98,Roselia
99,Pelipper
99,Numel
99,Roselia
100,Pelipper
100,Numel
100,Roselia
101,Pelipper
101,Camerupt
101,Roselia
102,Manectric
102,Swellow
102,Manectric
103,Skarmory
103,Sableye
104,Loudred
104,Vigoroth
105,Loudred
105,Vigoroth
106,Spinda
106,Loudred
106,Vigoroth
107,Spinda
107,Loudred
107,Vigoroth
108,Spinda
108,Exploud
108,Slaking
109,Pelipper
109,Camerupt
110,Claydol
110,Lanturn
111,Cacturne
111,Pelipper
112,Medicham
112,Claydol
113,Slakoth
114,Kecleon
115,Sableye
115,Absol
116,Roselia
117,Absol
118,Sableye
119,Zangoose
120,Kecleon
120,Loudred
121,Sandslash
121,Ninetales
121,Tropius
122,Gardevoir
122,Slaking
123,Lairon
123,Manectric
124,Manectric
125,Mawile
125,Starmie
126,Manectric
126,Shiftry
127,Manectric
128,Delcatty
129,Torkoal
129,Medicham
129,Ludicolo
130,Lunatone
130,Solrock
131,Kecleon
131,Graveler
131,Wailord
132,Spinda
133,Slaking
133,Dusclops
134,Swellow
135,Shiftry
135,Nosepass
136,Swellow
136,Mawile
136,Kadabra
137,Claydol
138,Sableye
138,Medicham
138,Sharpedo
139,Dodrio
139,Kadabra
139,Electrode
139,Shiftry
140,Graveler
140,Ludicolo
141,Mawile
141,Roselia
141,Pelipper
142,Electrike
142,Wailmer
142,Makuhita
143,Electrike
143,Wailmer
143,Makuhita
144,Manectric
144,Wailmer
144,Makuhita
145,Manectric
145,Wailmer
145,Makuhita
146,Manectric
146,Wailmer
146,Hariyama
147,Smeargle
148,Smeargle
149,Wailord
149,Vileplume
150,Armaldo
150,Cradily
151,Armaldo
151,Cradily
152,Carvanha
152,Numel
153,Sandslash
153,Ninetales
154,Smeargle
155,Smeargle
156,Wailord
156,Vileplume
157,Armaldo
157,Cradily
158,Armaldo
158,Cradily
159,Carvanha
159,Numel
160,Sandslash
160,Ninetales
161,Weepinbell
161,Gloom
161,Ivysaur
162,Nidorino
162,Nidoking
163,Sandslash
163,Dugtrio
164,Rhyhorn
165,Persian
165,Ninetales
166,Ivysaur
166,Wartortle
166,Charmeleon
166,Charizard
167,Exeggutor
167,Cloyster
167,Arcanine
168,Parasect
168,Dewgong
168,Chansey
169,Kingler
169,Tentacruel
169,Blastoise
170,Bellsprout
170,Weepinbell
170,Victreebel
171,Ivysaur
171,Charmeleon
171,Wartortle
172,Charmeleon
173,Rapidash
174,Rapidash
175,Rapidash
176,Magneton
176,Quagsire
176,Exeggcute
177,Sandslash
178,Horsea
178,Horsea
178,Horsea
179,Electrode
179,Starmie
179,Ninetales
180,Horsea
180,Seadra
181,Butterfree
181,Bellossom
182,Dragonair
183,Poliwhirl
184,Seadra
185,Victreebel
185,Kingler
185,Flareon
186,Victreebel
186,Kingler
186,Flareon
187,Victreebel
187,Kingler
187,Flareon
188,Eevee
188,Vaporeon
188,Jolteon
188,Flareon
189,Goldeen
189,Seaking
190,Parasect
190,Golduck
191,Staryu
191,Starmie
192,Pikachu
192,Blastoise
193,Shellder
193,Cloyster
194,Marill
194,Wartortle
194,Wartortle
195,Rhyhorn
195,Charmeleon
195,Wartortle
196,Skiploom
196,Ninetales
197,Dratini
197,Dragonair
198,Bulbasaur
198,Ivysaur
198,Venusaur
199,Dragonair
200,Charmander
200,Bulbasaur
200,Squirtle
201,Dratini
201,Dratini
201,Dratini
202,Ivysaur
202,Starmie
203,Starmie
203,Starmie
203,Nidoqueen
204,Starmie
204,Starmie
204,Nidoqueen
205,Starmie
205,Starmie
205,Nidoqueen
206,Pidgeot
206,Electabuzz
207,Flareon
207,Tangela
207,Tauros
208,Manectric
208,Muk
209,Gloom
209,Azumarill
210,Zangoose
211,Wingull
211,Numel
211,Roselia
212,Wingull
212,Numel
212,Roselia
213,Pelipper
213,Numel
213,Roselia
214,Pelipper
214,Numel
214,Roselia
215,Pelipper
215,Camerupt
215,Roselia
216,Mawile
216,Sableye
217,Swellow
217,Trapinch
217,Wailmer
217,Magneton
217,Shiftry
218,Cacturne
219,Lairon
219,Manectric
220,Linoone
221,Roselia
222,Milotic
223,Zangoose
224,Sandslash
224,Ninetales
225,Mawile
225,Starmie
226,Linoone
227,Delcatty
228,Nosepass
228,Medicham
228,Ludicolo
229,Kecleon
229,Rhyhorn
229,Tentacruel
230,Linoone
231,Delcatty
232,Shiftry
232,Graveler
232,Loudred
233,Dodrio
233,Lairon
233,Kadabra
234,Claydol
235,Sableye
235,Medicham
235,Sharpedo
236,Swellow
236,Kadabra
236,Manectric
236,Shiftry
237,Graveler
237,Magcargo
237,Ludicolo
238,Mawile
238,Roselia
238,Pelipper
239,Electrike
239,Wailmer
239,Makuhita
240,Electrike
240,Wailmer
240,Makuhita
241,Manectric
241,Wailmer
241,Makuhita
242,Manectric
242,Wailmer
242,Makuhita
243,Manectric
243,Wailmer
243,Hariyama
244,Kecleon
245,Magneton
245,Muk
246,Gloom
246,Azumarill
247,Wigglytuff
248,Manectric
248,Linoone
249,Vigoroth
250,Swellow
250,Trapinch
250,Wailmer
250,Magneton
250,Shiftry
251,Wingull
251,Numel
251,Roselia
252,Wingull
252,Numel
252,Roselia
253,Pelipper
253,Numel
253,Roselia
254,Pelipper
254,Numel
254,Roselia
255,Pelipper
255,Camerupt
255,Roselia
256,Manectric
256,Swellow
256,Manectric
257,Skarmory
257,Sableye
258,Loudred
258,Vigoroth
259,Loudred
259,Vigoroth
260,Spinda
260,Loudred
260,Vigoroth
261,Spinda
261,Loudred
261,Vigoroth
262,Spinda
262,Exploud
262,Slaking
263,Pelipper
263,Camerupt
264,Claydol
264,Lanturn
265,Cacturne
265,Pelipper
266,Medicham
266,Claydol
267,Slakoth
268,Kecleon
269,Sableye
269,Absol
270,Roselia
271,Absol
272,Sableye
273,Zangoose
274,Kecleon
274,Loudred
275,Sandslash
275,Ninetales
275,Tropius
276,Gardevoir
276,Slaking
277,Lairon
277,Manectric
278,Manectric
279,Mawile
279,Starmie
280,Manectric
280,Shiftry
281,Manectric
282,Delcatty
283,Torkoal
283,Medicham
283,Ludicolo
284,Lunatone
284,Solrock
285,Kecleon
285,Graveler
285,Wailord
286,Spinda
287,Slaking
287,Dusclops
288,Swellow
289,Shiftry
289,Nosepass
290,Swellow
290,Mawile
290,Kadabra
291,Claydol
292,Sableye
292,Medicham
292,Sharpedo
293,Dodrio
293,Kadabra
293,Electrode
293,Shiftry
294,Graveler
294,Ludicolo
295,Mawile
295,Roselia
295,Pelipper
296,Electrike
296,Wailmer
296,Makuhita
297,Electrike
297,Wailmer
297,Makuhita
298,Manectric
298,Wailmer
298,Makuhita
299,Manectric
299,Wailmer
299,Makuhita
300,Manectric
300,Wailmer
300,Hariyama
301,Smeargle
302,Smeargle
303,Wailord
303,Vileplume
304,Armaldo
304,Cradily
305,Armaldo
305,Cradily
306,Carvanha
306,Numel
307,Sandslash
307,Ninetales
308,Weepinbell
308,Gloom
308,Ivysaur
309,Nidorino
309,Nidoking
310,Sandslash
310,Dugtrio
311,Rhyhorn
312,Persian
312,Ninetales
313,Ivysaur
313,Wartortle
313,Charmeleon
313,Charizard
314,Exeggutor
314,Cloyster
314,Arcanine
315,Parasect
315,Dewgong
315,Chansey
316,Kingler
316,Tentacruel
316,Blastoise
317,Bellsprout
317,Weepinbell
317,Victreebel
318,Ivysaur
318,Charmeleon
318,Wartortle
319,Charmeleon
320,Rapidash
321,Rapidash
322,Rapidash
323,Magneton
323,Quagsire
323,Exeggcute
324,Sandslash
325,Horsea
325,Horsea
325,Horsea
326,Electrode
326,Starmie
326,Ninetales
327,Horsea
327,Seadra
328,Butterfree
328,Bellossom
329,Dragonair
330,Poliwhirl
331,Seadra
332,Victreebel
332,Kingler
332,Flareon
333,Victreebel
333,Kingler
333,Flareon
334,Victreebel
334,Kingler
334,Flareon
335,Eevee
335,Vaporeon
335,Jolteon
335,Flareon
336,Goldeen
336,Seaking
337,Parasect
337,Golduck
338,Staryu
338,Starmie
339,Pikachu
339,Blastoise
340,Shellder
340,Cloyster
341,Marill
341,Wartortle
341,Wartortle
342,Rhyhorn
342,Charmeleon
342,Wartortle
343,Skiploom
343,Ninetales
344,Dratini
344,Dragonair
345,Bulbasaur
345,Ivysaur
345,Venusaur
346,Dragonair
347,Charmander
347,Bulbasaur
347,Squirtle
348,Dratini
348,Dratini
348,Dratini
349,Ivysaur
349,Starmie
350,Starmie
350,Starmie
350,Nidoqueen
351,Starmie
351,Starmie
351,Nidoqueen
352,Starmie
352,Starmie
352,Nidoqueen
353,Pidgeot
353,Electabuzz
354,Flareon
354,Tangela
354,Tauros
355,Manectric
355,Muk
356,Gloom
356,Azumarill
357,Zangoose
358,Wingull
358,Numel
358,Roselia
359,Wingull
359,Numel
359,Roselia
360,Pelipper
360,Numel
360,Roselia
361,Pelipper
361,Numel
361,Roselia
362,Pelipper
362,Camerupt
362,Roselia
363,Mawile
363,Sableye
364,Swellow
364,Trapinch
364,Wailmer
364,Magneton
364,Shiftry
365,Cacturne
366,Lairon
366,Manectric
367,Linoone
368,Roselia
369,Milotic
370,Zangoose
371,Sandslash
371,Ninetales
372,Mawile
372,Starmie
373,Linoone
374,Delcatty
375,Nosepass
375,Medicham
375,Ludicolo
376,Kecleon
376,Rhyhorn
376,Tentacruel
377,Linoone
378,Delcatty
379,Shiftry
379,Graveler
379,Loudred
380,Dodrio
380,Lairon
380,Kadabra
381,Claydol
382,Sableye
382,Medicham
382,Sharpedo
383,Swellow
383,Kadabra
383,Manectric
383,Shiftry
384,Graveler
384,Magcargo
384,Ludicolo
385,Mawile
385,Roselia
385,Pelipper
386,Electrike
386,Wailmer
386,Makuhita
387,Electrike
387,Wailmer
387,Makuhita
388,Manectric
388,Wailmer
388,Makuhita
389,Manectric
389,Wailmer
389,Makuhita
390,Manectric
390,Wailmer
390,Hariyama
391,Kecleon
392,Magneton
392,Muk
393,Gloom
393,Azumarill
394,Wigglytuff
395,Manectric
395,Linoone
396,Vigoroth
397,Swellow
397,Trapinch
397,Wailmer
397,Magneton
397,Shiftry
398,Wingull
398,Numel
398,Roselia
399,Wingull
399,Numel
399,Roselia
400,Pelipper
400,Numel
400,Roselia
401,Pelipper
401,Numel
401,Roselia
402,Pelipper
402,Camerupt
402,Roselia
403,Manectric
403,Swellow
403,Manectric
404,Skarmory
404,Sableye
405,Loudred
405,Vigoroth
406,Loudred
406,Vigoroth
407,Spinda
407,Loudred
407,Vigoroth
408,Spinda
408,Loudred
408,Vigoroth
409,Spinda
409,Exploud
409,Slaking
410,Pelipper
410,Camerupt
411,Claydol
411,Lanturn
412,Cacturne
412,Pelipper
413,Medicham
413,Claydol
414,Slakoth
415,Kecleon
416,Sableye
416,Absol
417,Roselia
418,Absol
419,Sableye
420,Zangoose
421,Kecleon
421,Loudred
422,Sandslash
422,Ninetales
422,Tropius
423,Gardevoir
423,Slaking
424,Lairon
424,Manectric
425,Manectric
426,Mawile
426,Starmie
427,Manectric
427,Shiftry
428,Manectric
429,Delcatty
430,Torkoal
430,Medicham
430,Ludicolo
431,Lunatone
431,Solrock
432,Kecleon
432,Graveler
432,Wailord
433,Spinda
434,Slaking
434,Dusclops
435,Swellow
436,Shiftry
436,Nosepass
437,Swellow
437,Mawile
437,Kadabra
438,Claydol
439,Sableye
439,Medicham
439,Sharpedo
440,Dodrio
440,Kadabra
440,Electrode
440,Shiftry
441,Graveler
441,Ludicolo
442,Mawile
442,Roselia
442,Pelipper
443,Electrike
443,Wailmer
443,Makuhita
444,Electrike
444,Wailmer
444,Makuhita
445,Manectric
445,Wailmer
445,Makuhita
446,Manectric
446,Wailmer
446,Makuhita
447,Manectric
447,Wailmer
447,Hariyama
448,Smeargle
449,Smeargle
450,Wailord
450,Vileplume
451,Armaldo
451,Cradily
452,Armaldo
452,Cradily
453,Carvanha
453,Numel
454,Sandslash
454,Ninetales
455,Weepinbell
455,Gloom
455,Ivysaur
456,Nidorino
456,Nidoking
457,Sandslash
457,Dugtrio
458,Rhyhorn
459,Persian
459,Ninetales
460,Ivysaur
460,Wartortle
460,Charmeleon
460,Charizard
461,Exeggutor
461,Cloyster
461,Arcanine
462,Parasect
462,Dewgong
462,Chansey
463,Kingler
463,Tentacruel
463,Blastoise
464,Bellsprout
464,Weepinbell
464,Victreebel
465,Ivysaur
465,Charmeleon
465,Wartortle
466,Charmeleon
467,Rapidash
468,Rapidash
469,Rapidash
470,Magneton
470,Quagsire
470,Exeggcute
471,Sandslash
472,Horsea
472,Horsea
472,Horsea
473,Electrode
473,Starmie
473,Ninetales
474,Horsea
474,Seadra
475,Butterfree
475,Bellossom
476,Dragonair
477,Poliwhirl
478,Seadra
479,Victreebel
479,Kingler
479,Flareon
480,Victreebel
480,Kingler
480,Flareon
481,Victreebel
481,Kingler
481,Flareon
482,Eevee
482,Vaporeon
482,Jolteon
482,Flareon
483,Goldeen
483,Seaking
484,Parasect
484,Golduck
485,Staryu
485,Starmie
486,Pikachu
486,Blastoise
487,Shellder
487,Cloyster
488,Marill
488,Wartortle
488,Wartortle
489,Rhyhorn
489,Charmeleon
489,Wartortle
490,Skiploom
490,Ninetales
491,Dratini
491,Dragonair
492,Bulbasaur
492,Ivysaur
492,Venusaur
493,Dragonair
494,Charmander
494,Bulbasaur
494,Squirtle
495,Dratini
495,Dratini
495,Dratini
496,Ivysaur
496,Starmie
497,Starmie
497,Starmie
497,Nidoqueen
498,Starmie
498,Starmie
498,Nidoqueen
499,Starmie
499,Starmie
499,Nidoqueen
500,Pidgeot
500,Electabuzz
501,Flareon
501,Tangela
501,Tauros
502,Manectric
502,Muk
503,Gloom
503,Azumarill
504,Zangoose
505,Wingull
505,Numel
505,Roselia
506,Wingull
506,Numel
506,Roselia
507,Pelipper
507,Numel
507,Roselia
508,Pelipper
508,Numel
508,Roselia
509,Pelipper
509,Camerupt
509,Roselia
510,Mawile
510,Sableye
511,Swellow
511,Trapinch
511,Wailmer
511,Magneton
511,Shiftry
512,Cacturne
513,Lairon
513,Manectric
514,Linoone
515,Roselia
516,Milotic
517,Zangoose
518,Sandslash
518,Ninetales
519,Mawile
519,Starmie
520,Linoone
521,Delcatty
522,Nosepass
522,Medicham
522,Ludicolo
523,Kecleon
523,Rhyhorn
523,Tentacruel
524,Linoone
525,Delcatty
526,Shiftry
526,Graveler
526,Loudred
527,Dodrio
527,Lairon
527,Kadabra
528,Claydol
529,Sableye
529,Medicham
529,Sharpedo
530,Swellow
530,Kadabra
530,Manectric
530,Shiftry
531,Graveler
531,Magcargo
531,Ludicolo
532,Mawile
532,Roselia
532,Pelipper
533,Electrike
533,Wailmer
533,Makuhita
534,Electrike
534,Wailmer
534,Makuhita
535,Manectric
535,Wailmer
535,Makuhita
536,Manectric
536,Wailmer
536,Makuhita
537,Manectric
537,Wailmer
537,Hariyama
538,Kecleon
539,Magneton
539,Muk
540,Gloom
540,Azumarill
541,Wigglytuff
542,Manectric
542,Linoone
543,Vigoroth
544,Swellow
544,Trapinch
544,Wailmer
544,Magneton
544,Shiftry
545,Wingull
545,Numel
545,Roselia
546,Wingull
546,Numel
546,Roselia
547,Pelipper
547,Numel
547,Roselia
548,Pelipper
548,Numel
548,Roselia
549,Pelipper
549,Camerupt
549,Roselia
550,Manectric
550,Swellow
550,Manectric
551,Skarmory
551,Sableye
552,Loudred
552,Vigoroth
553,Loudred
553,Vigoroth
554,Spinda
554,Loudred
554,Vigoroth
555,Spinda
555,Loudred
555,Vigoroth
556,Spinda
556,Exploud
556,Slaking
557,Pelipper
557,Camerupt
558,Claydol
558,Lanturn
559,Cacturne
559,Pelipper
560,Medicham
560,Claydol
561,Slakoth
562,Kecleon
563,Sableye
563,Absol
564,Roselia
565,Absol
566,Sableye
567,Zangoose
568,Kecleon
568,Loudred
569,Sandslash
569,Ninetales
569,Tropius
570,Gardevoir
570,Slaking
571,Lairon
571,Manectric
572,Manectric
573,Mawile
573,Starmie
574,Manectric
574,Shiftry
575,Manectric
576,Delcatty
577,Torkoal
577,Medicham
577,Ludicolo
578,Lunatone
578,Solrock
579,Kecleon
579,Graveler
579,Wailord
580,Spinda
581,Slaking
581,Dusclops
582,Swellow
583,Shiftry
583,Nosepass
584,Swellow
584,Mawile
584,Kadabra
585,Claydol
586,Sableye
586,Medicham
586,Sharpedo
587,Dodrio
587,Kadabra
587,Electrode
587,Shiftry
588,Graveler
588,Ludicolo
589,Mawile
589,Roselia
589,Pelipper
590,Electrike
590,Wailmer
590,Makuhita
591,Electrike
591,Wailmer
591,Makuhita
592,Manectric
592,Wailmer
592,Makuhita
593,Manectric
593,Wailmer
593,Makuhita
594,Manectric
594,Wailmer
594,Hariyama
595,Smeargle
596,Smeargle
597,Wailord
597,Vileplume
598,Armaldo
598,Cradily
599,Armaldo
599,Cradily
600,Carvanha
600,Numel
601,Sandslash
601,Ninetales
602,Weepinbell
602,Gloom
602,Ivysaur
603,Nidorino
603,Nidoking
604,Sandslash
604,Dugtrio
605,Rhyhorn
606,Persian
606,Ninetales
607,Ivysaur
607,Wartortle
607,Charmeleon
607,Charizard
608,Exeggutor
608,Cloyster
608,Arcanine
609,Parasect
609,Dewgong
609,Chansey
610,Kingler
610,Tentacruel
610,Blastoise
611,Bellsprout
611,Weepinbell
611,Victreebel
612,Ivysaur
612,Charmeleon
612,Wartortle
613,Charmeleon
614,Rapidash
615,Rapidash
616,Rapidash
617,Magneton
617,Quagsire
617,Exeggcute
618,Sandslash
619,Horsea
619,Horsea
619,Horsea
620,Electrode
620,Starmie
620,Ninetales
621,Horsea
621,Seadra
622,Butterfree
622,Bellossom
623,Dragonair
624,Poliwhirl
625,Seadra
626,Victreebel
626,Kingler
626,Flareon
627,Victreebel
627,Kingler
627,Flareon
628,Victreebel
628,Kingler
628,Flareon
629,Eevee
629,Vaporeon
629,Jolteon
629,Flareon
630,Goldeen
630,Seaking
631,Parasect
631,Golduck
632,Staryu
632,Starmie
633,Pikachu
633,Blastoise
634,Shellder
634,Cloyster
635,Marill
635,Wartortle
635,Wartortle
636,Rhyhorn
636,Charmeleon
636,Wartortle
637,Skiploom
637,Ninetales
638,Dratini
638,Dragonair
639,Bulbasaur
639,Ivysaur
639,Venusaur
640,Dragonair
641,Charmander
641,Bulbasaur
641,Squirtle
642,Dratini
642,Dratini
642,Dratini
643,Ivysaur
643,Starmie
644,Starmie
644,Starmie
644,Nidoqueen
645,Starmie
645,Starmie
645,Nidoqueen
646,Starmie
646,Starmie
646,Nidoqueen
647,Pidgeot
647,Electabuzz
648,Flareon
648,Tangela
648,Tauros
649,Manectric
649,Muk
650,Gloom
650,Azumarill
651,Zangoose
652,Wingull
652,Numel
652,Roselia
653,Wingull
653,Numel
653,Roselia
654,Pelipper
654,Numel
654,Roselia
655,Pelipper
655,Numel
655,Roselia
656,Pelipper
656,Camerupt
656,Roselia
657,Mawile
657,Sableye
658,Swellow
658,Trapinch
658,Wailmer
658,Magneton
658,Shiftry
659,Cacturne
660,Lairon
660,Manectric
661,Linoone
662,Roselia
663,Milotic
664,Zangoose
665,Sandslash
665,Ninetales
666,Mawile
666,Starmie
667,Linoone
668,Delcatty
669,Nosepass
669,Medicham
669,Ludicolo
670,Kecleon
670,Rhyhorn
670,Tentacruel
671,Linoone
672,Delcatty
673,Shiftry
673,Graveler
673,Loudred
674,Dodrio
674,Lairon
674,Kadabra
675,Claydol
676,Sableye
676,Medicham
676,Sharpedo
677,Swellow
677,Kadabra
677,Manectric
677,Shiftry
678,Graveler
678,Magcargo
678,Ludicolo
679,Mawile
679,Roselia
679,Pelipper
680,Electrike
680,Wailmer
680,Makuhita
681,Electrike
681,Wailmer
681,Makuhita
682,Manectric
682,Wailmer
682,Makuhita
683,Manectric
683,Wailmer
683,Makuhita
684,Manectric
684,Wailmer
684,Hariyama
685,Kecleon
686,Magneton
686,Muk
687,Gloom
687,Azumarill
688,Wigglytuff
689,Manectric
689,Linoone
690,Vigoroth
691,Swellow
691,Trapinch
691,Wailmer
691,Magneton
691,Shiftry
692,Wingull
692,Numel
692,Roselia
693,Wingull
693,Numel
693,Roselia
694,Pelipper
694,Numel
694,Roselia
695,Pelipper
695,Numel
695,Roselia
696,Pelipper
696,Camerupt
696,Roselia
697,Manectric
697,Swellow
697,Manectric
698,Skarmory
698,Sableye
699,Loudred
699,Vigoroth
700,Loudred
700,Vigoroth
701,Spinda
701,Loudred
701,Vigoroth
702,Spinda
702,Loudred
702,Vigoroth
703,Spinda
703,Exploud
703,Slaking
704,Pelipper
704,Camerupt
705,Claydol
705,Lanturn
706,Cacturne
706,Pelipper
707,Medicham
707,Claydol
708,Slakoth
709,Kecleon
710,Sableye
710,Absol
711,Roselia
712,Absol
713,Sableye
714,Zangoose
715,Kecleon
715,Loudred
716,Sandslash
716,Ninetales
716,Tropius
717,Gardevoir
717,Slaking
718,Lairon
718,Manectric
719,Manectric
720,Mawile
720,Starmie
721,Manectric
721,Shiftry
722,Manectric
723,Delcatty
724,Torkoal
724,Medicham
724,Ludicolo
725,Lunatone
725,Solrock
726,Kecleon
726,Graveler
726,Wailord
727,Spinda
728,Slaking
728,Dusclops
729,Swellow
730,Shiftry
730,Nosepass
731,Swellow
731,Mawile
731,Kadabra
732,Claydol
733,Sableye
733,Medicham
733,Sharpedo
734,Dodrio
734,Kadabra
734,Electrode
734,Shiftry
735,Graveler
735,Ludicolo
736,Mawile
736,Roselia
736,Pelipper
737,Electrike
737,Wailmer
737,Makuhita
738,Electrike
738,Wailmer
738,Makuhita
739,Manectric
739,Wailmer
739,Makuhita
740,Manectric
740,Wailmer
740,Makuhita
741,Manectric
741,Wailmer
741,Hariyama
742,Smeargle
743,Smeargle
744,Wailord
744,Vileplume
745,Armaldo
745,Cradily
746,Armaldo
746,Cradily
747,Carvanha
747,Numel
748,Sandslash
748,Ninetales
749,Weepinbell
749,Gloom
749,Ivysaur
750,Nidorino
750,Nidoking
751,Sandslash
751,Dugtrio
752,Rhyhorn
753,Persian
753,Ninetales
754,Ivysaur
754,Wartortle
754,Charmeleon
754,Charizard
755,Exeggutor
755,Cloyster
755,Arcanine
756,Parasect
756,Dewgong
756,Chansey
757,Kingler
757,Tentacruel
757,Blastoise
758,Bellsprout
758,Weepinbell
758,Victreebel
759,Ivysaur
759,Charmeleon
759,Wartortle
760,Charmeleon
761,Rapidash
762,Rapidash
763,Rapidash
764,Magneton
764,Quagsire
764,Exeggcute
765,Sandslash
766,Horsea
766,Horsea
766,Horsea
767,Electrode
767,Starmie
767,Ninetales
768,Horsea
768,Seadra
769,Butterfree
769,Bellossom
770,Dragonair
771,Poliwhirl
772,Seadra
773,Victreebel
773,Kingler
773,Flareon
774,Victreebel
774,Kingler
774,Flareon
775,Victreebel
775,Kingler
775,Flareon
776,Eevee
776,Vaporeon
776,Jolteon
776,Flareon
777,Goldeen
777,Seaking
778,Parasect
778,Golduck
779,Staryu
779,Starmie
780,Pikachu
780,Blastoise
781,Shellder
781,Cloyster
782,Marill
782,Wartortle
782,Wartortle
783,Rhyhorn
783,Charmeleon
783,Wartortle
784,Skiploom
784,Ninetales
785,Dratini
785,Dragonair
786,Bulbasaur
786,Ivysaur
786,Venusaur
787,Dragonair
788,Charmander
788,Bulbasaur
788,Squirtle
789,Dratini
789,Dratini
789,Dratini
790,Ivysaur
790,Starmie
791,Starmie
791,Starmie
791,Nidoqueen
792,Starmie
792,Starmie
792,Nidoqueen
793,Starmie
793,Starmie
793,Nidoqueen
794,Pidgeot
794,Electabuzz
795,Flareon
795,Tangela
795,Tauros
796,Manectric
796,Muk
797,Gloom
797,Azumarill
798,Zangoose
799,Wingull
799,Numel
799,Roselia
800,Wingull
800,Numel
800,Roselia
801,Pelipper
801,Numel
801,Roselia
802,Pelipper
802,Numel
802,Roselia
803,Pelipper
803,Camerupt
803,Roselia
804,Mawile
804,Sableye
805,Swellow
805,Trapinch
805,Wailmer
805,Magneton
805,Shiftry
806,Cacturne
807,Lairon
807,Manectric
808,Linoone
809,Roselia
810,Milotic
811,Zangoose
812,Sandslash
812,Ninetales
813,Mawile
813,Starmie
814,Linoone
815,Delcatty
816,Nosepass
816,Medicham
816,Ludicolo
817,Kecleon
817,Rhyhorn
817,Tentacruel
818,Linoone
819,Delcatty
820,Shiftry
820,Graveler
820,Loudred
821,Dodrio
821,Lairon
821,Kadabra
822,Claydol
823,Sableye
823,Medicham
823,Sharpedo
824,Swellow
