move_id,pokemon_id
126,244
566,512
38,434
67,389
36,221
728,664
755,46
749,563
32,590
495,71
745,439
427,53
801,2
586,450
255,306
585,176
150,273
654,15
794,18
554,577
581,562
476,62
59,32
28,159
535,176
802,358
436,791
36,234
16,224
656,39
554,40
210,693
411,785
13,285
541,693
802,62
219,351
126,238
305,588
791,658
468,247
183,785
316,606
103,371
491,197
508,791
78,164
139,126
393,546
94,326
535,379
453,168
703,197
603,694
757,116
557,221
726,233
442,160
474,61
52,281
786,65
302,620
206,259
600,337
595,370
424,564
402,660
162,796
37,109
596,226
173,375
131,24
33,291
678,118
200,72
30,732
472,583
351,497
629,55
778,676
171,705
273,272
735,308
66,638
215,637
402,702
259,430
450,496
348,406
168,642
402,4
174,180
57,364
337,283
318,198
285,412
544,74
692,519
230,566
286,641
331,533
800,681
481,47
1,714
614,669
360,629
330,431
722,365
368,253
726,600
802,609
173,774
383,524
639,681
405,526
785,345
556,638
55,526
241,218
171,749
386,217
343,683
728,98
603,150
7,216
411,689
498,149
128,488
564,43
673,474
